,ID,Review URL,Text,Star,Thumbs Up,User Name,Review Date,App ID,predicted
104,4086,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEPNavZ7CL0qxEvtJTzIHW-CPJfqzzZk4RmQvYLS8XQBTFGImYWAeU46pkWEW-rynYgvNGLzzTVqikmmqA,Bhack,5,0,Imran Khan,2020-12-21,com.android.chrome,5
109,4091,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFSKCcGc-KVFroOIS08SVABZnfZ1jx0Uh7rKH-HxCqejoNvP_fuDqnOCbfvWoZDIHK3oOn0yumeBZC_Nm8,nice apps,5,0,Gopal Sarkar,2020-12-21,com.android.chrome,5
111,4096,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHYOAWR0D6j6U_MS8ha0-bJoOnLh-jdbwGUp1SQw2Dbz6RV1os8OMe7_OdjtAnDfROa-a7ofyuASloVxP4,Good,5,0,Fake Id,2020-12-21,com.android.chrome,5
113,4098,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG5UwYywSPDAg8lykFENfeO3J31hifasUqIhrwKUTjvXBvRm96N1MFtMcQOc1VVJPzIZMFcRsBg6t49kkY,Noice!,5,0,Avishek Singh,2020-12-21,com.android.chrome,5
117,4102,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE5D6YaYq1LXkiylPGcqTLPZz71zP5HIjyy4zkoFUk_oaA3Uxq0RfI4LBedd1PKFa0WswOWn0hjUPBTv7o,Ranga,5,0,Ranga ARAVIND,2020-12-21,com.android.chrome,5
120,4105,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFdEPVpsIQlvDg3zJWhRHkSvEJZFrd8u5uch4C5gp2sbo6nZiKmvPxE8Q7R3UH5Zx-rsk86pSOJbMO2IF4,Perfect,5,0,Mohamed Berkat,2020-12-21,com.android.chrome,5
121,4106,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE1ifZNqrhKBooVrCQxkNfs85pcSKSXgEX4OBAMcNSybt2RVxeIJFMoF8EfJB_x826dPrT0EVBZmA_8x6k,Devraj Ji,5,0,Dev Raj Songra,2020-12-21,com.android.chrome,5
124,4109,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHwzYkipipGdKFBRbQ-WCj5oyiRWtq0w8dQ2ht-az-U3TJvEbKFB4wYV6VDf1njOwfJ6qtKaTcpP2afpv0,beest,5,0,Usmna Ali,2020-12-21,com.android.chrome,5
130,4116,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGx0R08n5CpWSkUk2q4o1QsVEPmaroWQG-CAN6svMqR8gi3LfJoP5H28XiqeWJFzrhmuJBHtiqZxh3pzfY,This app superv,5,0,Radhayadav Radhayadav,2020-12-21,com.android.chrome,5
131,4117,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFEWhDi2-x29RYA4oDo9AeL_aegv0OQi07sQ0L1QSTJk9BeRyGUDWtLS3DbSoLIAj41zMJ_Ihk0WYjUCz8,Super,5,0,Dasru Nayak,2020-12-21,com.android.chrome,5
135,4121,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFnCyr4ulML70MBWMY2olOhrqi-tbWTVf15gdPOT0HEHXjV4yStODoNlXEWtCcKIob3t6bjffC64pB5Qtw,Excellent !,5,1,rupali hake,2020-12-21,com.android.chrome,5
137,4123,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEoE4U6lvQPuDQoO5Q4KNLVfxsvaRsaxm-IiQ1ZgPkiGp71n2UhenFEBh1rytay68NfjO0Q-TE2q9sCdzE,How to update this app,5,1,Montasir Khan,2020-12-21,com.android.chrome,1
138,4124,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOElpY1B66iQk7SmtEQNlhWD73h57Jl9yBQJ65hfMUD3HUgU2iuFPzLte4Sf9_LC-Pn0QOhQGNojtIXye08,Good,5,1,Rohitrk 83,2020-12-21,com.android.chrome,5
139,4125,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHsFQX1d8Pfn3Moc5lWjmDZF9FRGf6aKffPZzPLiwV8UC_QUrMMyMaJqSE0LRe0aSX389F0EGxqacqcdfU,"Its a very cool app, i do like it man",5,1,Assan Ceesay,2020-12-21,com.android.chrome,5
140,4126,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHmdxRvh3TvK8TcIUo7bKTXHG7e5-vq7IGHqJcOxMBru6upMuJ-rtEM_K73vkWi_jvZzVkzbmKeJDkylow,Very nice,5,1,Rashmikant Gor,2020-12-21,com.android.chrome,5
141,4127,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFSbd9y4Ke8ANvBvyDoEMy_T6UCYaKCJh966j57d0aWD7VCpmDpMFMgjkWRBW0cfLe1qeg3krbxkIdEeCU,It is not opening for me,5,0,Nagaraju Lucky,2020-12-21,com.android.chrome,1
143,4129,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGFSiTt7iHzZZAMhbU26vjc7MM9bFRLyPUJ32gvVL5Alku8NVO_Bchcm_FDwj-yQ66-bHnBrcfAt99TC60,Love the service and how I'm infomed about my account,5,1,Wynesta Cooper,2020-12-21,com.android.chrome,5
144,4130,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFOxbKr-K6X1k4M92BionsmGTNWahoPtgKtUb0Fy4Op49YaAXoaFiOrhParHiojdPBjkkYQgbgQcrCZBrI,Gogle com,5,1,Snappy Bhai,2020-12-21,com.android.chrome,5
145,4131,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOExaJO0dj02Wi3m32anwxqat8c6S7W5sdAZ7D0u7fms9Pw9RBzaCQjfvXhjDT33hI2bE4Dh1Lm1OHXkWhc,Fantastic app,5,1,WASIF AFRIDIAN,2020-12-21,com.android.chrome,5
146,4132,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEbzc-NSpCSqhyYQd9sAmHrMoWlU2CNF5FSMNy5pv78DRdNkBPihmtrQ1JpxznvElLYhW_fm8T6eeREzP0,Nise,5,1,Golzadeh Seyyed Hassani,2020-12-21,com.android.chrome,5
150,4135,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFVYdIuq3colIyKm9Vd-ufHoDMkFE9HNaixxNkr8_MjqvEnabje6qooC2nAFdoCiBHa6keXmjnNXs36iYI,Nice app,5,0,Sher Mohammad,2020-12-21,com.android.chrome,5
151,4136,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF22wi5A1qQ79oukkfMBWnEqMRcOIdUr0l6yEVdf6hei1iVSnAbboomFbrYqhWLYI4WZZSi1jvcGwzMoEo,Dis is grayt! I luv it eben ip it crases a lot i stil luv it and u hab to make an updat plz but i stil luv it!,5,0,Ma.corazon Veloso,2020-12-21,com.android.chrome,5
152,4137,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHYJe-Hw-nar__WAs_Vc7Y5FQzBvV0GOdw9d0xDsehYLpvY4WXVawvrnGvMXPJE2NYcu2rSDIOK2nEuBWg,good,5,0,James Christopher,2020-12-21,com.android.chrome,5
154,4139,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHxCSEW_9Wn_fKH-kYonxWpJMx8o98k1acHTD4NlnOU4ta8CpgzsU_qV21bgbm5EnGMNcLOBNf9d2Xo0eI,Good game to play,5,0,Brandon Fender,2020-12-21,com.android.chrome,5
155,4140,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGTcg7_KzA7VTv9mmGj19xzPnJ4sEVDjQoXu4_ExBAGBtYMHylnR84lzEk0gSFiyEIG72qhfKPeWn_zQYg,There is proble . I can't update,5,0,haider alyassin,2020-12-21,com.android.chrome,1
156,4141,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEZ_vHq0T_nMtzF6OtWD74hcwYRJ2W63MM_6wCKW2eFVeqL5O4QdexHcNQxKjEEAZAYGQAX5D4lY51y0sU,Nice app,5,0,gaming guru gi,2020-12-21,com.android.chrome,5
157,4142,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG7tMT4eaWfwtcNLPCLIkFhCQCW_qvHb_58saNTsYXWvip5Dz0thqUuJd-TApXmN9SWxyiLY4KF96Xeuvs,Nice,5,0,Asad Riaz,2020-12-21,com.android.chrome,5
161,4146,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEyhBbWXGfxfX8tajeXTSXY9pGXy7xhi0mbV8QCGqybcAYbCT5JnMOE4NTxkV2vOWddx0YDLoICzjFzRHI,Please help me to activate my chrome.,5,0,Shabab Shabab,2020-12-21,com.android.chrome,5
163,4148,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEXIOXqRQnisrPu9Jqxcx53kDL0XCoQLQWkEBSwh4IXCKDcEdZdnSiGdTaNtOihom7MrR-6PkbDlAO_LMU,Nice,5,0,Lingkon Howlader,2020-12-21,com.android.chrome,5
164,4149,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGKAhXAMV0tFoAEXIL2Mfp72Y_8xuQR0rZzXcmWWJY2cmQY2g053bYb6DdNgz4mCZD8Z125SXa3R5p4iXk,👰🤵,5,0,Matha. Girl,2020-12-21,com.android.chrome,5
165,4150,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH9JCFhiPyT1_jMOCWabyz7R5s9YrO0WfckF3X89rTIIfqkofZabYw_ytLTEKSsZPqebnIQrsbOWmEw1qU,go go go google!!,5,0,Ezzy Meñez,2020-12-21,com.android.chrome,5
167,4153,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG2ZXVLnvGlr5kgrXorjws5xmDcAuyV7KA8w6n0mP-AtnCYiDr3tTONzQUUToWpM1fcLbRwT17_nwgdCTo,Super,5,0,Jwala prasad Sahu,2020-12-21,com.android.chrome,5
169,4155,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEEziU0bo9_8HN8Id0mGEHh3fMUeQcELrnTovQ_GdLL5xxUhDu4nJYBj2M5Gs6KWjb0Vg3r8hHYzXkq6xQ,Sunny,5,0,Majhi Re Aya Sawan Jhoom Ke Majhi Re,2020-12-21,com.android.chrome,5
171,4157,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE421k4WZxmHx2HoRM1U63lEljKpGVqpC_UsTz2PD73pIuEjkwFnsP0ncyvNrcVal1RRLMIFfhjIUpJJHc,🚫🚫🚫,5,0,Leelaleela Leela,2020-12-21,com.android.chrome,5
172,4158,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFSnk9kURYrXjISLHxO4u2K_GMrE8p5KI94Ftf1BBbLkgqggb0fdXvef0GfsHOi3QIzoMhpgTcdvGRv6qI,Nice,5,0,Alamin Gazi,2020-12-21,com.android.chrome,5
173,4159,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEqjM_Zp9ClN8wHxFFmi7V_a84-Z4V5iCJhEXFY_QAMckk5UEDWwSjoCPNQ58Y86zMO2MagF3BTtT51Cv8,very good,5,0,Amina Iqbal,2020-12-21,com.android.chrome,5
174,4160,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG32wy3YuwoatKFeiXsFMmOidjE5ifBxE8M7MBcigZeg4Lznt3i18L5DBK17eAx7odaYPPd0b-d89KSbJE,Good,5,0,Avinash p k Avinash,2020-12-21,com.android.chrome,5
175,4161,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHwWoYZ1pbfpIRNeWWTH0uEhvfZD7WbR6NactA4Lt1gbEZae38pzbFGW5nvtVuwG4Yf0NvkyvfuyPjuFnk,Best browser for mobiles. Love it,5,0,Amazing Videos,2020-12-21,com.android.chrome,5
177,4163,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGWXwQL_Z4WDHRD8sUWkDRZ860_A_1cFUlp_6O6I4naSSKzlDIGdR9kt9ece-GQwfQMLyrqe1CAtImmQQw,Great,5,0,fernando macalinao,2020-12-21,com.android.chrome,5
179,4165,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEsD9BGp3pjxEGm2whVMDCCDGFUYBZpdwDTWug00z3Aqdrv3Zusbscj69e-ZFlX2CCTWukL-1nAabuC_6c,Xft,5,0,Devang Vyas,2020-12-21,com.android.chrome,5
180,4166,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHPStBhjx-WBMNaGKdKbwkzzDAnACKxUf60cFlxRIgdNzlBuisIrRlvN7tog4qrGvD13VuM_cnLlikEPQk,Very very nice,5,0,Kajal Patel,2020-12-21,com.android.chrome,5
181,4167,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFRFrFx9nTgbc0XvkqMBjI4ZSLLG6-jl_zofRgOHTR73WRRJ9vkBcUB3aDzMZYfYy924zSfXMHrAo5HRUs,OP LOL,5,0,RAGAVI .R,2020-12-21,com.android.chrome,5
182,4168,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEmoayMfMAsCc-v-xJcrb7s9fBTOsbYthVnk0c25NaFblUbSAoUtBkp_y8zvrbDjXIXnl-UD7Y2p6h25qo,"This browser doesn't crash like the others, if it does crah it saves your tabs so you don't loose what you are working on at that time. Plus the speed, it's a lot faster than any other browses.",5,0,Georgia Sherbourne,2020-12-21,com.android.chrome,5
183,4169,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEhelEGLWbxQc4nv72iyB02ziIR2XooGCfXvIVq4eGcfF4f1JRZTDoewoFYxaDDlT9MFab7_7eAX_cjAc8,Awesome keep up the good work,5,0,Jucina Brandford,2020-12-21,com.android.chrome,5
184,4170,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEqZfle1X-eplCPPEnoQG7nETeHOsMO1udnKar4fyDoN49msudRkVrPCqMrCX8t0YshzZB1-R6rq8jx7FM,good,5,0,Princess Chiana S. Rono,2020-12-21,com.android.chrome,5
185,4171,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHc9aqNh94L1tHwuL9ojrRPPuhxVIvR1zdY_RfmHtIpPs2yUBUBsElOA3Vc_9NTYgfsD4ntdcHdyECNGbs,Awesome,5,0,Theresa Daly,2020-12-21,com.android.chrome,5
187,4173,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFGJGsr8ZWcDazGK7NN7Pip_bAN_tHWVPGnoh78tk5RgydKO2prFgbrHBXjWEwYC8NOC5W5TuaW4Kz3IJQ,Very helpfull app,5,0,R R B Gaming,2020-12-21,com.android.chrome,5
189,4175,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFr7REP5GtdDkGNOL2g3O9Pa0uCTxJymahh8NxiSjYde_opHGJmGiQEBs5R-PETau83ZwY5IORc5ETuPEM,Excellent app but now it is not updating,5,0,S K Yadav,2020-12-21,com.android.chrome,5
190,4176,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFLkDRMYA2U9Krq3YzFncRbcFen6DeRuJKrCUa0bJMvpe6-Sd2u_nPJY8S5A37y02rGcknKKREJglDdz_c,"This is a very best application for search any issues and provide good service, by design his mind any problem. You can search on the Google Chrome. This is works as an engine..",5,0,Er jitendra verma,2020-12-21,com.android.chrome,5
192,4178,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEVGV8zE1XbUIpw5645wKfT7tjRejY17qbRqRTurzSgzHTcsNpbSFFNDi4-utnXGzju1Qwc3Iz2BIizWGI,Ok I'm going out,5,0,Basavaraj Targun,2020-12-21,com.android.chrome,5
193,4179,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEfcaJ8Bd1JiO4-8DgyNjnXj174wkvhKidViAMey9IppWdpTTPX6oEn2oTQ1xfwbi7t79UwRD2cH-6poGs,Awesome,5,0,Ricky Guillen,2020-12-21,com.android.chrome,5
194,4180,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHzlBx9JcNXMtjxlyyt2e4dgsBnbcRPohslC7AYbdRKWz2s4DaVa9_O-J0FpotBkTUbsYwo3ROmqHQKJYE,Exceptional,5,0,Mable Marceline Crumbley,2020-12-21,com.android.chrome,5
195,4181,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG1QlsMVvK6F9iLmNEBF36Mnbo_zzFCOS4Wvgri1yuU_xzXMUTiVT-qk9V7t_LFW3V7LxWKR6by6PssDhc,Best,5,0,dhirendra Yagnik,2020-12-21,com.android.chrome,5
197,4183,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGGsCkmxBoHBO9wRofYzl_16iQgHFW__T_L2delqTZ5X3AKwA6R0rsy2sdpoyCjU05hGHZ0UWs1xTPNkoE,Good response,5,0,raju virnak,2020-12-21,com.android.chrome,5
198,4184,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHSXHDAthMZKiFWw-nY6yrhC4kTHXcgWafSqj5ZkUL9x0FWms9oqkaxvV8WTlbdQMpye5kLpExLdOWcgKo,Runs good.,5,0,TRU FIG,2020-12-21,com.android.chrome,5
200,5180,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHdbyMOwpryJNLEuSW-93aJGIQCyr0hVbgFMuUpuJwK2pajUmgEbO6HdpRRVNhKuxGBhCNOvhH494Tmlac,🐶,5,0,— moon,2020-12-21,com.android.chrome,5
201,5160,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEJpYyMMLhMrDWF_wWTcLQdmJcjwVk8ThXTtt6qt1hb3tzup_RNkrova-Wv8DC305hj889uX2TkL1qD5Ug,I like this aap,5,0,Ps Rautela,2020-12-22,com.android.chrome,5
202,5161,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF4-nXFHnPtXKRAbNjkLOTSlx3xTqX5aCbTDO1fT6bz4H4zK599Hd7jaczvik1TVw15keUw_tOdzt5OYAU,Wow,5,0,Clifford Tafanehama,2020-12-22,com.android.chrome,5
206,5164,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFzWGQDRCq9JiQ1dxkvbRQAhK5yfPFQ7hUpoom9tygww0b5bHMx3I6fo5WfQfJnxhqr5vxUcwSHXy7YXLI,Good,5,0,Salim Md Isa,2020-12-21,com.android.chrome,5
207,5165,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFczXWWIC8P3KtaP_BxSaZE6QAS1qSdyIPSjadtWpvOCQ5vBXWN7012Bd6tWKJ8D4znobswfiAiFBie_dg,Chrome is one of the best apps ive seen so far it's really good,5,0,Olawunmi Odegbami,2020-12-21,com.android.chrome,5
208,5166,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFTCxqj44_Nr_J8TL4Qy2ZSpiWYK7haHBYbl_UXqQrkaAo5PRChE2N-joEhaRSLK0oTyovU23etiSUAn_s,Great,5,0,Jim Wickham,2020-12-21,com.android.chrome,5
209,5167,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHhzC-_dpPIHKXW5PrkKwFy7ippW0FArg3Pk-XRbAAei4oZEgiSFM0LU36Fxfl4LQu4oJUoXtmhugLj5EU,Love it,5,0,david isenhour,2020-12-21,com.android.chrome,5
210,5168,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEYyKZeFv1NgTdarUkFd6HeZ-y8HjopoR4yvLZ4LQRDz_k5tvWqreILU4bFmuh3p3IiKetXpvcDMpDP9jA,Welcome,5,0,HIDUU TUBE,2020-12-21,com.android.chrome,5
212,5170,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFPG0yL8YvIfqf9zbEM-2qUE6iFBw41hkHLwpZfG-NsbXc_jrc6womwbFN5QvMsdWzDSJ5e9SutkRwGzkg,Mast 👉📱,5,0,Anand kumar Sah,2020-12-21,com.android.chrome,5
214,5172,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGykws6_D0zluUGJzg0fzwpLmw98TIqZqi0utC4h7qzWx-6Vj6MYzD2m4Iz_SntSTWTMHWolzedgmHjAHs,Fug,5,0,SHarmo BoY,2020-12-21,com.android.chrome,5
215,5173,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHPsRwPED5XuFjySpALKZ2WTJAz4xIjKw3fio44VFg_YtaYRjFuPS_M1NyUyWRL2dJOKkhMYngDcOOhPaA,Excellent,5,0,Jagath Attanayaka,2020-12-21,com.android.chrome,5
216,5174,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH2CD4e5FBn0g65E76WE9DDM09TPmOnut2XbxLh8nNifzFdv5gGOeku2jzNV0SPZgvfbqpbhKCP5l4p-rs,its ok,5,0,margie sosing,2020-12-21,com.android.chrome,5
219,5177,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF4f0P4RYuEQ9pffh9X7iFza-hAgBX_MOby2iqGVKkp3bWwtdg3sU6RiYCZU9mWHBw98ECMGjGcZJ3OPP0,I need privacy in my datas.,5,0,Noor Sheikh Abdullahi,2020-12-21,com.android.chrome,5
220,5178,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFpbqmWKo432Pd44LTNW7ZGEZRm-1FPPMZlB7YACYbw0lLs-JjjB2f-g9z1D92rPh1F-AnWsXZAoSlanfU,I watch porn,5,0,James Bond,2020-12-21,com.android.chrome,5
221,5181,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEuyTSTUwYomqbxCKWUuU47EUOnPW46jABC7WlO2IBHd_h33IDBtfT8FN_dPUp6LxfUVfSOf3CFR_VUYT8,Thank you so much google,5,0,Mirasol Cariaga,2020-12-21,com.android.chrome,5
222,5182,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHV8lbtoPFMkcQlck_ILlNCQV5ZGA-yl0iBe2UoGrqwGf2ozOt22YjZXrtSf0tzBFcbrHkeuDremOXoNEY,This is the best,5,0,Family Bernas,2020-12-21,com.android.chrome,5
223,5183,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHHuf86cxzq7ryj8rHvkLCWbBuK83meObbJKJ-otjbcyobvzH2LlCsjpOwGxoenT1SZWdrxSwcwQJSepIE,good help me automatic. Allah all power.google team thanks,5,0,Rakib Rakib,2020-12-21,com.android.chrome,5
224,5184,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGwV6Eng9f5JFJQvDWsOt7rUWepzBPOaTMbFrwBmIYHGmendK36haUHx2Z-slO0e7hSrRci9jBkHW_paxQ,.. Bks ...,5,0,Anil Jumanji,2020-12-21,com.android.chrome,5
234,5194,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFYciozkbj8TY8CBvw9C-q_HEFVEbLlKhKad_DgWaVCsPCgc2j9QAAxC8yvZ9h-KbN5AAfhWygjBE73WNM,Excellent,5,0,Miami-Dade Truck Service,2020-12-21,com.android.chrome,5
235,5195,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHMZU_HUvwBzizYmXUUuYODagv_06sab2QJB_3zZAAk0koVBpx55D3Olx7ZBUyPtaGeysc2BEWH13Z1qTE,The most effective and efficient App....,5,0,Joel Loveyou Kunbiey Nogger,2020-12-21,com.android.chrome,5
237,5197,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGnjH44YYJkgjdVKbalSsG3064mi7Oa4G0PmOiApkwpiCmyrj6xoHnKvIWwrLGErnJujgy3lwT8veCpBZg,Good,5,0,Oladimeji Bamisaye,2020-12-21,com.android.chrome,5
238,5198,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEcNPMfImMMkanYAOyw1etELItKXLHrv4lGUih6XM0YPudETBdrXk_lpf5CDGhGMztXy9WfCG9pWeQd2zo,I'm learning alot,5,0,Billy Lucas,2020-12-21,com.android.chrome,5
239,5199,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFJ8VqbQvHR4JESv5GOzUjiFr1Tsp8WlQIN45YTEIkdDJ2GFfoeYGebPiRzFaO8esoHqfdCXU_IOqVwwKk,zayed,5,0,zayedzayed zayedzayed,2020-12-21,com.android.chrome,5
240,5200,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEwDp9TQFxPMtGmiPjMZpui4QI-x59LKottYGqi65XnbtuOMyyBnnT079dYvDw5fS7tb5m4xWyBDuqsXN0,Nice,5,0,Raj Guru Channel,2020-12-21,com.android.chrome,5
243,5203,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEg6nUat18o9YUpoSjUH_fLVQWJ5V4YLQLdyLXmTvTA333qJW5DL4Z-5wbnd7mfBM1Ac5NCdFWN4EkRYz4,Excelente,5,0,peter mechanic,2020-12-21,com.android.chrome,5
246,5206,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEGluhH7ERCwhiOZ9B5Fp_hW2U1ZP9e7XzuyI7Uw6YmTcWyiQhZJ7l9aVuavM2EFcJR6iV9OyXOAst9eS0,🧟🧟😚🤩🤭🤭🧟😚🧗🤣🧟🤭🧟🥰🤩🧗🧟😅🌹🤼🦹🚶🙆🌹🌹🌿🥰🦹🌿🦹🦹🦹🤭😚🤣🦹🏄🏄,5,0,Halimah Hanif,2020-12-21,com.android.chrome,5
247,5207,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEbJcLoRxBdzl5ziPWtgknr6Vi4c5pPhIrUoXgF_R2rotezsixv5il5l2NQGBleaK3mA2i3ibdxJBJxpXY,Easy to run and easy to use,5,0,Rizwan Yousaf,2020-12-21,com.android.chrome,5
248,5208,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGk1U2ggLpiOiksK2ZBk-Uhe3NzkV7Si-asTZjaYmj5yTgZYKqGs-80ga1xXCkNz_YREBe2WlhsE2nulxU,5 objects my,5,0,RUBY PRINCESS,2020-12-21,com.android.chrome,5
251,5211,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHof4C5W7TZpe3C8dI2tU6c0r_I5CYaIQ9vNv2w-j64wkgDShMg0LrL7_I_6WSUxoT8y6L3HSL46WhYPLk,Good app,5,0,J.r Mateo,2020-12-21,com.android.chrome,5
253,5213,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHi14IUUieapkbIH9JCOlTI0LqHwZKPp2TXnQHLnvB_aaathHMleYuPWMYMvCDhpjQqUDaV0VDyrL-DVuI,OOP👁️👄👁️,5,0,•M E L O D Y S W E E T S•,2020-12-21,com.android.chrome,5
256,5216,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH1UuY5TWmc6M_5X-AYo8QqRCfN5x-DUCIoeVUh7CkV9no5KC4h6R5PyHDjW_yXEjkvCbpVWpi5m_ewjas,Better,5,0,Satyendra kumar Bin,2020-12-21,com.android.chrome,5
